window,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
52,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
53,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
54,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
55,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
56,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
57,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
58,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
59,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
60,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
61,24.0747588813226,14.8133853211845,6.63269497364278,5.63395248364346,5.16182011412606,5.16182011412606,5.11118522091512,5.09685234833488,5.09685234833488,5.09685234833488,4.87119318566041,4.84270747101863,4.84270747101863,4.7006723889993,4.35856028928134,4.19859277584367,4.19859277584367,4.19859277584367,4.02918818061509,3.95545310737586
